LANKLE,LHIP,LKNEE,RANKLE,RHIP,RKNEE
-30.42311668396,-5.70970630645752,31.1133899688721,-19.7022018432617,-1.76256430149078,39.431095123291
-30.2053070068359,-2.86958146095276,36.1476898193359,-19.3866271972656,1.18434572219849,44.3311614990234
-29.0112590789795,0.192618668079376,41.074405670166,-18.4524726867676,4.35580348968506,48.873176574707
-27.0591983795166,3.38628578186035,45.6912307739258,-17.1991233825684,7.55996227264404,52.871280670166
-24.5956287384033,6.60664176940918,49.8337173461914,-15.8610925674438,10.6244459152222,56.2187423706055
-21.9001026153564,9.78440284729004,53.4151458740234,-14.5443887710571,13.4530429840088,58.9168853759766
-19.2750473022461,12.8798818588257,56.3931312561035,-13.2913179397583,16.0455837249756,61.047233581543
-16.9342880249023,15.875750541687,58.7625160217285,-12.0586032867432,18.4611988067627,62.7167282104492
-14.9856777191162,18.7756824493408,60.5310821533203,-10.7645530700684,20.7433834075928,63.9841117858887
-13.4693117141724,21.5985107421875,61.7054786682129,-9.41107368469238,22.889986038208,64.8233108520508
-12.3413743972778,24.3609008789063,62.3096923828125,-8.11417770385742,24.8748664855957,65.148307800293
-11.491005897522,27.0539531707764,62.3841819763184,-6.96984720230103,26.6838073730469,64.8965606689453
-10.8103685379028,29.6359729766846,61.9519958496094,-6.02026700973511,28.307523727417,64.036994934082
-10.2172784805298,32.0429191589356,61.0111427307129,-5.24793004989624,29.7395896911621,62.5691986083984
-9.65701007843018,34.1967353820801,59.5392150878906,-4.60866022109985,30.9939918518066,60.528938293457
-9.10300445556641,36.0336036682129,57.5130882263184,-4.0626392364502,32.1079978942871,57.9946022033691
-8.5767297744751,37.5508041381836,54.9534950256348,-3.57101273536682,33.1013984680176,55.0480117797852
-8.15297222137451,38.797061920166,51.9172592163086,-3.13953161239624,33.9572525024414,51.7364883422852
-7.90688419342041,39.8362312316895,48.4881095886231,-2.8468222618103,34.6525192260742,48.0795822143555
-7.87619018554688,40.7139167785645,44.7638473510742,-2.81691837310791,35.1828918457031,44.0956687927246
-8.08293342590332,41.4337768554688,40.799919128418,-3.14629507064819,35.5721168518066,39.8507461547852
-8.503737449646,41.9450798034668,36.5883102416992,-3.8636109828949,35.8512496948242,35.4476852416992
-9.04361915588379,42.1785469055176,32.1328849792481,-4.90639162063599,36.0372467041016,30.9800300598145
-9.6171875,42.0896644592285,27.5030746459961,-6.15444135665894,36.1351661682129,26.5189018249512
-10.1862277984619,41.6818733215332,22.8640079498291,-7.48847246170044,36.1531639099121,22.148868560791
